activity subject variable mean
sitting 22 fBodyBodyGyroMag.mean.. -0.951952767258065
sitting 23 fBodyBodyGyroMag.mean.. -0.952293277205882
sitting 24 fBodyBodyGyroMag.mean.. -0.977973720735294
sitting 25 fBodyBodyGyroMag.mean.. -0.979350913692308
sitting 26 fBodyBodyGyroMag.mean.. -0.97646387
sitting 27 fBodyBodyGyroMag.mean.. -0.979482820857143
sitting 28 fBodyBodyGyroMag.mean.. -0.960297525
sitting 29 fBodyBodyGyroMag.mean.. -0.980269425833333
sitting 30 fBodyBodyGyroMag.mean.. -0.973876282903226
standing 1 fBodyBodyGyroMag.mean.. -0.984617623396226
standing 2 fBodyBodyGyroMag.mean.. -0.961775904814815
standing 3 fBodyBodyGyroMag.mean.. -0.913682362622951
standing 4 fBodyBodyGyroMag.mean.. -0.914209165714286
standing 5 fBodyBodyGyroMag.mean.. -0.904543921607143
standing 6 fBodyBodyGyroMag.mean.. -0.926664297017544
standing 7 fBodyBodyGyroMag.mean.. -0.93870498490566
standing 8 fBodyBodyGyroMag.mean.. -0.964564224074074
standing 9 fBodyBodyGyroMag.mean.. -0.929769067777778
standing 10 fBodyBodyGyroMag.mean.. -0.937786743409091
standing 11 fBodyBodyGyroMag.mean.. -0.982576519787234
standing 12 fBodyBodyGyroMag.mean.. -0.902356765573771
standing 13 fBodyBodyGyroMag.mean.. -0.957488799473684
standing 14 fBodyBodyGyroMag.mean.. -0.944405563833333
standing 15 fBodyBodyGyroMag.mean.. -0.956733900188679
standing 16 fBodyBodyGyroMag.mean.. -0.975448632179487
standing 17 fBodyBodyGyroMag.mean.. -0.984291131538461
standing 18 fBodyBodyGyroMag.mean.. -0.972352593013699
standing 19 fBodyBodyGyroMag.mean.. -0.958578129589041
standing 20 fBodyBodyGyroMag.mean.. -0.879437674794521
standing 21 fBodyBodyGyroMag.mean.. -0.956723022359551
standing 22 fBodyBodyGyroMag.mean.. -0.932065270793651
standing 23 fBodyBodyGyroMag.mean.. -0.944583829705882
standing 24 fBodyBodyGyroMag.mean.. -0.963922314202899
standing 25 fBodyBodyGyroMag.mean.. -0.968972499594595
standing 26 fBodyBodyGyroMag.mean.. -0.972333108648649
standing 27 fBodyBodyGyroMag.mean.. -0.975525565625
standing 28 fBodyBodyGyroMag.mean.. -0.909652436329114
standing 29 fBodyBodyGyroMag.mean.. -0.980879722923077
standing 30 fBodyBodyGyroMag.mean.. -0.917449417288136
walking 1 fBodyBodyGyroMag.mean.. -0.199252568986316
walking 2 fBodyBodyGyroMag.mean.. -0.530704814745763
walking 3 fBodyBodyGyroMag.mean.. -0.569755772241379
walking 4 fBodyBodyGyroMag.mean.. -0.609285588016667
walking 5 fBodyBodyGyroMag.mean.. -0.484262828928571
walking 6 fBodyBodyGyroMag.mean.. -0.329681123368421
walking 7 fBodyBodyGyroMag.mean.. -0.192909765467895
walking 8 fBodyBodyGyroMag.mean.. -0.301241848645833
walking 9 fBodyBodyGyroMag.mean.. -0.513797480384615
walking 10 fBodyBodyGyroMag.mean.. -0.412616909622642
walking 11 fBodyBodyGyroMag.mean.. -0.610222628813559
walking 12 fBodyBodyGyroMag.mean.. -0.442503784
walking 13 fBodyBodyGyroMag.mean.. -0.267472373877193
walking 14 fBodyBodyGyroMag.mean.. -0.311386449661017
walking 15 fBodyBodyGyroMag.mean.. -0.489166383703704
walking 16 fBodyBodyGyroMag.mean.. -0.669228540784314
walking 17 fBodyBodyGyroMag.mean.. -0.518618058688525
walking 18 fBodyBodyGyroMag.mean.. -0.620331394285714
walking 19 fBodyBodyGyroMag.mean.. -0.0952460452365385
walking 20 fBodyBodyGyroMag.mean.. -0.0520065599062745
walking 21 fBodyBodyGyroMag.mean.. -0.409516081153846
walking 22 fBodyBodyGyroMag.mean.. -0.438378722826087
walking 23 fBodyBodyGyroMag.mean.. 0.185078207383051
walking 24 fBodyBodyGyroMag.mean.. -0.534509163793103
walking 25 fBodyBodyGyroMag.mean.. -0.562733252702703
walking 26 fBodyBodyGyroMag.mean.. -0.551927613050847
walking 27 fBodyBodyGyroMag.mean.. -0.519451704035088
walking 28 fBodyBodyGyroMag.mean.. -0.514602424814815
walking 29 fBodyBodyGyroMag.mean.. -0.416817853396226
walking 30 fBodyBodyGyroMag.mean.. -0.358344356
walking_downstairs 1 fBodyBodyGyroMag.mean.. -0.185720285744898
walking_downstairs 2 fBodyBodyGyroMag.mean.. -0.320838543553191
walking_downstairs 3 fBodyBodyGyroMag.mean.. -0.332376629371429
walking_downstairs 4 fBodyBodyGyroMag.mean.. -0.429213369555556
walking_downstairs 5 fBodyBodyGyroMag.mean.. -0.349338414731915
walking_downstairs 6 fBodyBodyGyroMag.mean.. -0.0143735434
walking_downstairs 7 fBodyBodyGyroMag.mean.. -0.255045057404255
walking_downstairs 8 fBodyBodyGyroMag.mean.. -0.00036272967368421
walking_downstairs 9 fBodyBodyGyroMag.mean.. -0.347540226666667
walking_downstairs 10 fBodyBodyGyroMag.mean.. -0.312347510289474
walking_downstairs 11 fBodyBodyGyroMag.mean.. -0.456170108913043
walking_downstairs 12 fBodyBodyGyroMag.mean.. -0.344938419969565
walking_downstairs 13 fBodyBodyGyroMag.mean.. -0.206121707212766
walking_downstairs 14 fBodyBodyGyroMag.mean.. -0.0787568406777778
walking_downstairs 15 fBodyBodyGyroMag.mean.. -0.373898631190476
walking_downstairs 16 fBodyBodyGyroMag.mean.. -0.488253939574468
walking_downstairs 17 fBodyBodyGyroMag.mean.. -0.40943875826087
walking_downstairs 18 fBodyBodyGyroMag.mean.. -0.604735414363636
walking_downstairs 19 fBodyBodyGyroMag.mean.. 0.203979764835897
walking_downstairs 20 fBodyBodyGyroMag.mean.. -0.100566103524444
walking_downstairs 21 fBodyBodyGyroMag.mean.. -0.406392284444444
walking_downstairs 22 fBodyBodyGyroMag.mean.. -0.338417326388889
walking_downstairs 23 fBodyBodyGyroMag.mean.. 0.150825734842593
walking_downstairs 24 fBodyBodyGyroMag.mean.. -0.374298686727273
walking_downstairs 25 fBodyBodyGyroMag.mean.. -0.485763582068966
walking_downstairs 26 fBodyBodyGyroMag.mean.. -0.3345099466
walking_downstairs 27 fBodyBodyGyroMag.mean.. -0.359113724772727
walking_downstairs 28 fBodyBodyGyroMag.mean.. -0.223354793921739
walking_downstairs 29 fBodyBodyGyroMag.mean.. -0.381459881875
walking_downstairs 30 fBodyBodyGyroMag.mean.. -0.356772347348871
walking_upstairs 1 fBodyBodyGyroMag.mean.. -0.325961457396226
walking_upstairs 2 fBodyBodyGyroMag.mean.. -0.450612184791667
walking_upstairs 3 fBodyBodyGyroMag.mean.. -0.514211583728814
walking_upstairs 4 fBodyBodyGyroMag.mean.. -0.575794072115385
walking_upstairs 5 fBodyBodyGyroMag.mean.. -0.392564530851064
walking_upstairs 6 fBodyBodyGyroMag.mean.. -0.230627015078431
walking_upstairs 7 fBodyBodyGyroMag.mean.. -0.533982945882353
walking_upstairs 8 fBodyBodyGyroMag.mean.. -0.229610952609756
walking_upstairs 9 fBodyBodyGyroMag.mean.. -0.531482693877551
walking_upstairs 10 fBodyBodyGyroMag.mean.. -0.265371689148936
walking_upstairs 11 fBodyBodyGyroMag.mean.. -0.55009966
walking_upstairs 12 fBodyBodyGyroMag.mean.. -0.594032515192308
walking_upstairs 13 fBodyBodyGyroMag.mean.. -0.485477308909091
walking_upstairs 14 fBodyBodyGyroMag.mean.. 0.0488588668185185
walking_upstairs 15 fBodyBodyGyroMag.mean.. -0.45369356625
walking_upstairs 16 fBodyBodyGyroMag.mean.. -0.630546675490196
walking_upstairs 17 fBodyBodyGyroMag.mean.. -0.504066956875
walking_upstairs 18 fBodyBodyGyroMag.mean.. -0.654029089310345
walking_upstairs 19 fBodyBodyGyroMag.mean.. -0.28884026785
walking_upstairs 20 fBodyBodyGyroMag.mean.. -0.286627716823529
walking_upstairs 21 fBodyBodyGyroMag.mean.. -0.475369886808511
walking_upstairs 22 fBodyBodyGyroMag.mean.. -0.369902
walking_upstairs 23 fBodyBodyGyroMag.mean.. -0.380388292223529
walking_upstairs 24 fBodyBodyGyroMag.mean.. -0.564664994745763
walking_upstairs 25 fBodyBodyGyroMag.mean.. -0.567153469846154
walking_upstairs 26 fBodyBodyGyroMag.mean.. -0.556084778181818
walking_upstairs 27 fBodyBodyGyroMag.mean.. -0.607667730196078
walking_upstairs 28 fBodyBodyGyroMag.mean.. -0.534835409607843
walking_upstairs 29 fBodyBodyGyroMag.mean.. -0.357213897032653
walking_upstairs 30 fBodyBodyGyroMag.mean.. -0.449150735076923
laying 1 fBodyBodyGyroMag.meanFreq.. -0.1397750127
laying 2 fBodyBodyGyroMag.meanFreq.. 0.01856447223125
laying 3 fBodyBodyGyroMag.meanFreq.. -0.0229296114693548
laying 4 fBodyBodyGyroMag.meanFreq.. -0.259851969798148
laying 5 fBodyBodyGyroMag.meanFreq.. 0.102441765923077
laying 6 fBodyBodyGyroMag.meanFreq.. 0.119317522942105
laying 7 fBodyBodyGyroMag.meanFreq.. -0.265784491092308
laying 8 fBodyBodyGyroMag.meanFreq.. -0.0620563752462963
laying 9 fBodyBodyGyroMag.meanFreq.. -0.20634356866
laying 10 fBodyBodyGyroMag.meanFreq.. 0.216535434472414
laying 11 fBodyBodyGyroMag.meanFreq.. 0.0406004062738596
laying 12 fBodyBodyGyroMag.meanFreq.. 0.00220615496116666
laying 13 fBodyBodyGyroMag.meanFreq.. 0.050207734033871
laying 14 fBodyBodyGyroMag.meanFreq.. -0.190837039343137
laying 15 fBodyBodyGyroMag.meanFreq.. -0.196344267730556
laying 16 fBodyBodyGyroMag.meanFreq.. -0.124998552485714
laying 17 fBodyBodyGyroMag.meanFreq.. -0.0465567390414085
laying 18 fBodyBodyGyroMag.meanFreq.. 0.159375426572308
laying 19 fBodyBodyGyroMag.meanFreq.. 0.0778651216506024
laying 20 fBodyBodyGyroMag.meanFreq.. 0.0116918216382353
laying 21 fBodyBodyGyroMag.meanFreq.. -0.20657270175
laying 22 fBodyBodyGyroMag.meanFreq.. -0.0786142233430556
laying 23 fBodyBodyGyroMag.meanFreq.. 0.102453271218056
laying 24 fBodyBodyGyroMag.meanFreq.. 0.0544279335515278
laying 25 fBodyBodyGyroMag.meanFreq.. -0.334849564949315
laying 26 fBodyBodyGyroMag.meanFreq.. 0.111740579146316
laying 27 fBodyBodyGyroMag.meanFreq.. 0.174311654377973
laying 28 fBodyBodyGyroMag.meanFreq.. -0.18113593077125
laying 29 fBodyBodyGyroMag.meanFreq.. 0.233760096173913
laying 30 fBodyBodyGyroMag.meanFreq.. -0.0802049169128571
sitting 1 fBodyBodyGyroMag.meanFreq.. -0.000262186717021277
sitting 2 fBodyBodyGyroMag.meanFreq.. -0.106358909173913
sitting 3 fBodyBodyGyroMag.meanFreq.. -0.115525765230769
sitting 4 fBodyBodyGyroMag.meanFreq.. -0.20008475764
sitting 5 fBodyBodyGyroMag.meanFreq.. -0.00578350086590909
sitting 6 fBodyBodyGyroMag.meanFreq.. 0.0461735838090909
sitting 7 fBodyBodyGyroMag.meanFreq.. -0.142830891383333
sitting 8 fBodyBodyGyroMag.meanFreq.. -0.141126202673913
sitting 9 fBodyBodyGyroMag.meanFreq.. -0.19597005159
sitting 10 fBodyBodyGyroMag.meanFreq.. 0.00581337385185185
sitting 11 fBodyBodyGyroMag.meanFreq.. -0.0398966601509434
sitting 12 fBodyBodyGyroMag.meanFreq.. -0.111982191447059
sitting 13 fBodyBodyGyroMag.meanFreq.. 0.00767543343469388
sitting 14 fBodyBodyGyroMag.meanFreq.. -0.171970730796296
sitting 15 fBodyBodyGyroMag.meanFreq.. -0.0544036755389831
sitting 16 fBodyBodyGyroMag.meanFreq.. 0.000688060278260866
sitting 17 fBodyBodyGyroMag.meanFreq.. -0.0181759388351563
sitting 18 fBodyBodyGyroMag.meanFreq.. 0.0492559518473684
sitting 19 fBodyBodyGyroMag.meanFreq.. -0.192451620806849
sitting 20 fBodyBodyGyroMag.meanFreq.. -0.174980134954545
sitting 21 fBodyBodyGyroMag.meanFreq.. 0.0449663254035294
sitting 22 fBodyBodyGyroMag.meanFreq.. -0.17107118966129
sitting 23 fBodyBodyGyroMag.meanFreq.. 0.125456560348529
sitting 24 fBodyBodyGyroMag.meanFreq.. -0.103804539543971
sitting 25 fBodyBodyGyroMag.meanFreq.. -0.0911441489753846
sitting 26 fBodyBodyGyroMag.meanFreq.. -0.185666085064103
sitting 27 fBodyBodyGyroMag.meanFreq.. -0.0230774093425714
sitting 28 fBodyBodyGyroMag.meanFreq.. -0.137706077690278
sitting 29 fBodyBodyGyroMag.meanFreq.. -0.0696604205566667
sitting 30 fBodyBodyGyroMag.meanFreq.. -0.146608517580645
standing 1 fBodyBodyGyroMag.meanFreq.. -0.0286057725328302
standing 2 fBodyBodyGyroMag.meanFreq.. -0.0661266045796296
standing 3 fBodyBodyGyroMag.meanFreq.. -0.309822161422951
standing 4 fBodyBodyGyroMag.meanFreq.. -0.286128312085714
standing 5 fBodyBodyGyroMag.meanFreq.. -0.157768871232143
standing 6 fBodyBodyGyroMag.meanFreq.. -0.0701196902631579
standing 7 fBodyBodyGyroMag.meanFreq.. -0.187181670020755
standing 8 fBodyBodyGyroMag.meanFreq.. -0.108780315687387
standing 9 fBodyBodyGyroMag.meanFreq.. -0.174953568622222
standing 10 fBodyBodyGyroMag.meanFreq.. -0.226492596295455
standing 11 fBodyBodyGyroMag.meanFreq.. -0.0478486176276596
standing 12 fBodyBodyGyroMag.meanFreq.. -0.261496565898361
standing 13 fBodyBodyGyroMag.meanFreq.. -0.116504835842105
standing 14 fBodyBodyGyroMag.meanFreq.. -0.191031011271667
standing 15 fBodyBodyGyroMag.meanFreq.. -0.199913549754717
standing 16 fBodyBodyGyroMag.meanFreq.. -0.0835937870487179
standing 17 fBodyBodyGyroMag.meanFreq.. -0.115635141833333
standing 18 fBodyBodyGyroMag.meanFreq.. -0.212559690808219
standing 19 fBodyBodyGyroMag.meanFreq.. -0.24702361689726
standing 20 fBodyBodyGyroMag.meanFreq.. -0.305415318547945
standing 21 fBodyBodyGyroMag.meanFreq.. -0.141992346874157
standing 22 fBodyBodyGyroMag.meanFreq.. -0.382818529412698
standing 23 fBodyBodyGyroMag.meanFreq.. -0.121999620029412
standing 24 fBodyBodyGyroMag.meanFreq.. -0.221536877376812
standing 25 fBodyBodyGyroMag.meanFreq.. -0.169383482278649
standing 26 fBodyBodyGyroMag.meanFreq.. -0.144605013921622
standing 27 fBodyBodyGyroMag.meanFreq.. -0.16571391208
standing 28 fBodyBodyGyroMag.meanFreq.. -0.317383910594937
standing 29 fBodyBodyGyroMag.meanFreq.. -0.0723347010092308
standing 30 fBodyBodyGyroMag.meanFreq.. -0.318309078220339
walking 1 fBodyBodyGyroMag.meanFreq.. 0.268844367525895
walking 2 fBodyBodyGyroMag.meanFreq.. 0.305283825254237
walking 3 fBodyBodyGyroMag.meanFreq.. 0.180946463034483
walking 4 fBodyBodyGyroMag.meanFreq.. 0.0697301245295
walking 5 fBodyBodyGyroMag.meanFreq.. 0.250620609769643
walking 6 fBodyBodyGyroMag.meanFreq.. 0.293109613491228
walking 7 fBodyBodyGyroMag.meanFreq.. 0.300315718087719
walking 8 fBodyBodyGyroMag.meanFreq.. 0.0890005737952083
walking 9 fBodyBodyGyroMag.meanFreq.. 0.127416241121154
walking 10 fBodyBodyGyroMag.meanFreq.. 0.129100106828302
walking 11 fBodyBodyGyroMag.meanFreq.. -0.0748370693566102
walking 12 fBodyBodyGyroMag.meanFreq.. 0.14607536673
walking 13 fBodyBodyGyroMag.meanFreq.. 0.302576933403509
walking 14 fBodyBodyGyroMag.meanFreq.. -0.0398346768694915
walking 15 fBodyBodyGyroMag.meanFreq.. -0.04588148655205
walking 16 fBodyBodyGyroMag.meanFreq.. 0.179727428509804
walking 17 fBodyBodyGyroMag.meanFreq.. 0.351564688770492
walking 18 fBodyBodyGyroMag.meanFreq.. 0.17563858115
walking 19 fBodyBodyGyroMag.meanFreq.. 0.174359231311538
walking 20 fBodyBodyGyroMag.meanFreq.. 0.206699112843137
walking 21 fBodyBodyGyroMag.meanFreq.. 0.385567790384615
walking 22 fBodyBodyGyroMag.meanFreq.. 0.210282322456522
walking 23 fBodyBodyGyroMag.meanFreq.. 0.409521611525424
walking 24 fBodyBodyGyroMag.meanFreq.. 0.351492001672414
walking 25 fBodyBodyGyroMag.meanFreq.. -0.151513801493243
walking 26 fBodyBodyGyroMag.meanFreq.. 0.220811667864407
walking 27 fBodyBodyGyroMag.meanFreq.. 0.148717231122807
walking 28 fBodyBodyGyroMag.meanFreq.. -0.00198466764814815
walking 29 fBodyBodyGyroMag.meanFreq.. 0.0351798881018868
walking 30 fBodyBodyGyroMag.meanFreq.. -0.06888716012
walking_downstairs 1 fBodyBodyGyroMag.meanFreq.. 0.349613895469388
walking_downstairs 2 fBodyBodyGyroMag.meanFreq.. 0.103971241706383
walking_downstairs 3 fBodyBodyGyroMag.meanFreq.. -0.0516699550093633
walking_downstairs 4 fBodyBodyGyroMag.meanFreq.. 0.0600292045888889
walking_downstairs 5 fBodyBodyGyroMag.meanFreq.. 0.204633757510638
walking_downstairs 6 fBodyBodyGyroMag.meanFreq.. 0.230693028479167
walking_downstairs 7 fBodyBodyGyroMag.meanFreq.. 0.235200926489362
walking_downstairs 8 fBodyBodyGyroMag.meanFreq.. 0.267675982868421
walking_downstairs 9 fBodyBodyGyroMag.meanFreq.. 0.0656782201880952
walking_downstairs 10 fBodyBodyGyroMag.meanFreq.. 0.0774362595943947
walking_downstairs 11 fBodyBodyGyroMag.meanFreq.. -0.169884463904348
walking_downstairs 12 fBodyBodyGyroMag.meanFreq.. 0.113540447665217
walking_downstairs 13 fBodyBodyGyroMag.meanFreq.. 0.257421061128511
walking_downstairs 14 fBodyBodyGyroMag.meanFreq.. 0.0800347917133333
walking_downstairs 15 fBodyBodyGyroMag.meanFreq.. -0.110970740980952
walking_downstairs 16 fBodyBodyGyroMag.meanFreq.. 0.041547289106383
walking_downstairs 17 fBodyBodyGyroMag.meanFreq.. -0.0258920214847826
walking_downstairs 18 fBodyBodyGyroMag.meanFreq.. -0.159221075909091
walking_downstairs 19 fBodyBodyGyroMag.meanFreq.. 0.163417975410256
walking_downstairs 20 fBodyBodyGyroMag.meanFreq.. -0.0374111876106667
walking_downstairs 21 fBodyBodyGyroMag.meanFreq.. 0.130888037993333
walking_downstairs 22 fBodyBodyGyroMag.meanFreq.. -0.0581080717
walking_downstairs 23 fBodyBodyGyroMag.meanFreq.. 0.402651090185185
walking_downstairs 24 fBodyBodyGyroMag.meanFreq.. 0.164772642932727
walking_downstairs 25 fBodyBodyGyroMag.meanFreq.. -0.159588770951724
walking_downstairs 26 fBodyBodyGyroMag.meanFreq.. 0.00599108142158
walking_downstairs 27 fBodyBodyGyroMag.meanFreq.. 0.0988527908931818
walking_downstairs 28 fBodyBodyGyroMag.meanFreq.. 0.114889052615435
walking_downstairs 29 fBodyBodyGyroMag.meanFreq.. -0.1015920763425
walking_downstairs 30 fBodyBodyGyroMag.meanFreq.. -0.175931348782258
walking_upstairs 1 fBodyBodyGyroMag.meanFreq.. -0.219303376110566
walking_upstairs 2 fBodyBodyGyroMag.meanFreq.. -0.022752769044375
walking_upstairs 3 fBodyBodyGyroMag.meanFreq.. -0.177730591459322
walking_upstairs 4 fBodyBodyGyroMag.meanFreq.. -0.150274479246154
walking_upstairs 5 fBodyBodyGyroMag.meanFreq.. -0.0234001987774468
walking_upstairs 6 fBodyBodyGyroMag.meanFreq.. 0.0144807316545098
walking_upstairs 7 fBodyBodyGyroMag.meanFreq.. -0.165200896648451
walking_upstairs 8 fBodyBodyGyroMag.meanFreq.. -0.128115003341463
walking_upstairs 9 fBodyBodyGyroMag.meanFreq.. -0.259962957795918
walking_upstairs 10 fBodyBodyGyroMag.meanFreq.. -0.194447276040426
walking_upstairs 11 fBodyBodyGyroMag.meanFreq.. -0.377996100925926
walking_upstairs 12 fBodyBodyGyroMag.meanFreq.. -0.107077796403846
walking_upstairs 13 fBodyBodyGyroMag.meanFreq.. -0.104131147823636
walking_upstairs 14 fBodyBodyGyroMag.meanFreq.. -0.287413084037037
walking_upstairs 15 fBodyBodyGyroMag.meanFreq.. -0.291977707054167
walking_upstairs 16 fBodyBodyGyroMag.meanFreq.. -0.279231071313725
walking_upstairs 17 fBodyBodyGyroMag.meanFreq.. -0.103520890333333
walking_upstairs 18 fBodyBodyGyroMag.meanFreq.. -0.338125776827586
walking_upstairs 19 fBodyBodyGyroMag.meanFreq.. 0.0750700310425
walking_upstairs 20 fBodyBodyGyroMag.meanFreq.. 0.00461127344235294
walking_upstairs 21 fBodyBodyGyroMag.meanFreq.. -0.0184299309085106
walking_upstairs 22 fBodyBodyGyroMag.meanFreq.. -0.224891603642857
walking_upstairs 23 fBodyBodyGyroMag.meanFreq.. 0.079223297227451
walking_upstairs 24 fBodyBodyGyroMag.meanFreq.. -0.0612402085
walking_upstairs 25 fBodyBodyGyroMag.meanFreq.. -0.414531992523077
walking_upstairs 26 fBodyBodyGyroMag.meanFreq.. -0.0255131300387273
walking_upstairs 27 fBodyBodyGyroMag.meanFreq.. -0.128116124333333
walking_upstairs 28 fBodyBodyGyroMag.meanFreq.. -0.0526395586039216
walking_upstairs 29 fBodyBodyGyroMag.meanFreq.. -0.399892274714286
walking_upstairs 30 fBodyBodyGyroMag.meanFreq.. -0.456638670923077
laying 1 fBodyBodyGyroJerkMag.mean.. -0.9423669466
laying 2 fBodyBodyGyroJerkMag.mean.. -0.990248702291667
laying 3 fBodyBodyGyroJerkMag.mean.. -0.984278251290323
laying 4 fBodyBodyGyroJerkMag.mean.. -0.983609073333333
laying 5 fBodyBodyGyroJerkMag.mean.. -0.984618025769231
laying 6 fBodyBodyGyroJerkMag.mean.. -0.953695957368421
laying 7 fBodyBodyGyroJerkMag.mean.. -0.974117912115385
laying 8 fBodyBodyGyroJerkMag.mean.. -0.968403945925926
laying 9 fBodyBodyGyroJerkMag.mean.. -0.9558062546
laying 10 fBodyBodyGyroJerkMag.mean.. -0.960976821551724
laying 11 fBodyBodyGyroJerkMag.mean.. -0.985978837192982
laying 12 fBodyBodyGyroJerkMag.mean.. -0.963949607166667
laying 13 fBodyBodyGyroJerkMag.mean.. -0.978150814032258
laying 14 fBodyBodyGyroJerkMag.mean.. -0.966455343137255
laying 15 fBodyBodyGyroJerkMag.mean.. -0.975727853888889
laying 16 fBodyBodyGyroJerkMag.mean.. -0.988695277714286
laying 17 fBodyBodyGyroJerkMag.mean.. -0.982765526478873
laying 18 fBodyBodyGyroJerkMag.mean.. -0.991901007538462
laying 19 fBodyBodyGyroJerkMag.mean.. -0.981890470361446
laying 20 fBodyBodyGyroJerkMag.mean.. -0.981119820588235
laying 21 fBodyBodyGyroJerkMag.mean.. -0.982993315111111
laying 22 fBodyBodyGyroJerkMag.mean.. -0.976638980972222
laying 23 fBodyBodyGyroJerkMag.mean.. -0.981846854305556
laying 24 fBodyBodyGyroJerkMag.mean.. -0.978596740694444
laying 25 fBodyBodyGyroJerkMag.mean.. -0.96825160890411
laying 26 fBodyBodyGyroJerkMag.mean.. -0.990430914078947
laying 27 fBodyBodyGyroJerkMag.mean.. -0.993563778648649
laying 28 fBodyBodyGyroJerkMag.mean.. -0.971830582375
laying 29 fBodyBodyGyroJerkMag.mean.. -0.997617389275362
laying 30 fBodyBodyGyroJerkMag.mean.. -0.977821335571429
sitting 1 fBodyBodyGyroJerkMag.mean.. -0.989797547234043
sitting 2 fBodyBodyGyroJerkMag.mean.. -0.989861950869565
sitting 3 fBodyBodyGyroJerkMag.mean.. -0.977898105576923
sitting 4 fBodyBodyGyroJerkMag.mean.. -0.9765477634
sitting 5 fBodyBodyGyroJerkMag.mean.. -0.971598370227273
sitting 6 fBodyBodyGyroJerkMag.mean.. -0.952034566
sitting 7 fBodyBodyGyroJerkMag.mean.. -0.978634991458333
sitting 8 fBodyBodyGyroJerkMag.mean.. -0.987730604130435
sitting 9 fBodyBodyGyroJerkMag.mean.. -0.9683155878
sitting 10 fBodyBodyGyroJerkMag.mean.. -0.992191529259259
sitting 11 fBodyBodyGyroJerkMag.mean.. -0.987255972641509
sitting 12 fBodyBodyGyroJerkMag.mean.. -0.97848445372549
sitting 13 fBodyBodyGyroJerkMag.mean.. -0.991723741632653
sitting 14 fBodyBodyGyroJerkMag.mean.. -0.987324239259259
sitting 15 fBodyBodyGyroJerkMag.mean.. -0.990180959322034
sitting 16 fBodyBodyGyroJerkMag.mean.. -0.989363136376812
sitting 17 fBodyBodyGyroJerkMag.mean.. -0.995204564375
sitting 18 fBodyBodyGyroJerkMag.mean.. -0.99480818754386
sitting 19 fBodyBodyGyroJerkMag.mean.. -0.986727418493151
sitting 20 fBodyBodyGyroJerkMag.mean.. -0.976108353787879
sitting 21 fBodyBodyGyroJerkMag.mean.. -0.990014272588235
sitting 22 fBodyBodyGyroJerkMag.mean.. -0.977775448387097
sitting 23 fBodyBodyGyroJerkMag.mean.. -0.980707211470588
sitting 24 fBodyBodyGyroJerkMag.mean.. -0.990854751176471
sitting 25 fBodyBodyGyroJerkMag.mean.. -0.991781701692308
sitting 26 fBodyBodyGyroJerkMag.mean.. -0.993985447564103
sitting 27 fBodyBodyGyroJerkMag.mean.. -0.992390264285714
sitting 28 fBodyBodyGyroJerkMag.mean.. -0.979465868888889
sitting 29 fBodyBodyGyroJerkMag.mean.. -0.995063049
sitting 30 fBodyBodyGyroJerkMag.mean.. -0.991750682096774
standing 1 fBodyBodyGyroJerkMag.mean.. -0.994815376981132
standing 2 fBodyBodyGyroJerkMag.mean.. -0.977849827407407
standing 3 fBodyBodyGyroJerkMag.mean.. -0.960331717868852
standing 4 fBodyBodyGyroJerkMag.mean.. -0.964471139464286
standing 5 fBodyBodyGyroJerkMag.mean.. -0.952286438035714
standing 6 fBodyBodyGyroJerkMag.mean.. -0.955425138245614
standing 7 fBodyBodyGyroJerkMag.mean.. -0.973671168679245
standing 8 fBodyBodyGyroJerkMag.mean.. -0.983709233333333
standing 9 fBodyBodyGyroJerkMag.mean.. -0.967491628
standing 10 fBodyBodyGyroJerkMag.mean.. -0.965614081363636
standing 11 fBodyBodyGyroJerkMag.mean.. -0.992981019787234
standing 12 fBodyBodyGyroJerkMag.mean.. -0.963059791967213
standing 13 fBodyBodyGyroJerkMag.mean.. -0.977197403859649
standing 14 fBodyBodyGyroJerkMag.mean.. -0.969175636833333
standing 15 fBodyBodyGyroJerkMag.mean.. -0.983188091886792
standing 16 fBodyBodyGyroJerkMag.mean.. -0.99117243
standing 17 fBodyBodyGyroJerkMag.mean.. -0.992723939358974
standing 18 fBodyBodyGyroJerkMag.mean.. -0.988960668767123
standing 19 fBodyBodyGyroJerkMag.mean.. -0.984536610136986
standing 20 fBodyBodyGyroJerkMag.mean.. -0.929600007123288
standing 21 fBodyBodyGyroJerkMag.mean.. -0.976126760674157
standing 22 fBodyBodyGyroJerkMag.mean.. -0.968377798253968
standing 23 fBodyBodyGyroJerkMag.mean.. -0.972598810882353
standing 24 fBodyBodyGyroJerkMag.mean.. -0.981119237826087
standing 25 fBodyBodyGyroJerkMag.mean.. -0.98401783027027
standing 26 fBodyBodyGyroJerkMag.mean.. -0.985762255540541
standing 27 fBodyBodyGyroJerkMag.mean.. -0.98941848275
standing 28 fBodyBodyGyroJerkMag.mean.. -0.958758576835443
standing 29 fBodyBodyGyroJerkMag.mean.. -0.991672052
standing 30 fBodyBodyGyroJerkMag.mean.. -0.959242165084746
walking 1 fBodyBodyGyroJerkMag.mean.. -0.319308593778947
walking 2 fBodyBodyGyroJerkMag.mean.. -0.583249293389831
walking 3 fBodyBodyGyroJerkMag.mean.. -0.607751646034483
walking 4 fBodyBodyGyroJerkMag.mean.. -0.724327420666667
